0.057204,0.000000,0.112737,-0.106997,0.015295,-0.292606,-0.298309,-0.349133,-0.631964,-0.066251,-0.632998,0.486054,-0.144053,0.911887,0.561821,0.816632,0.969677,0.205567,0.786862,-0.482843,0.206042,-0.771026,-0.303612,-0.558200,-0.436857,-0.141555,-0.264352,0.126372,-0.055564,0.145157,0.021944,0.052828

0.057204,0.000000,0.139417,-0.068709,0.178488,-0.232366,0.089932,-0.450327,-0.163837,-0.613942,-0.525450,-0.600697,-0.852382,-0.354590,-0.989218,0.063071,-0.859433,0.493869,-0.514652,0.766434,-0.106179,0.790987,0.202570,0.602273,0.323726,0.325705,0.277143,0.095099,0.154170,-0.019740,0.047684,-0.031600

0.057204,0.000000,0.153612,-0.023691,0.279390,-0.088278,0.411676,-0.203482,0.520069,-0.365098,0.575667,-0.552758,0.560670,-0.733442,0.474921,-0.870046,0.336757,-0.932269,0.177632,-0.905945,0.032391,-0.797424,-0.071286,-0.631416,-0.120470,-0.443136,-0.119064,-0.267723,-0.084068,-0.130731,-0.037913,-0.042836

0.057204,0.000000,0.153612,0.023691,0.279390,0.088278,0.411676,0.203482,0.520069,0.365098,0.575667,0.552758,0.560670,0.733442,0.474921,0.870046,0.336757,0.932269,0.177632,0.905945,0.032391,0.797424,-0.071286,0.631416,-0.120470,0.443136,-0.119064,0.267723,-0.084068,0.130731,-0.037913,0.042836

0.057204,0.000000,0.139417,0.068709,0.178488,0.232366,0.089932,0.450327,-0.163837,0.613942,-0.525450,0.600697,-0.852382,0.354590,-0.989218,-0.063071,-0.859433,-0.493869,-0.514652,-0.766434,-0.106179,-0.790987,0.202570,-0.602273,0.323726,-0.325705,0.277143,-0.095099,0.154170,0.019740,0.047684,0.031600

0.057204,0.000000,0.112737,0.106997,0.015295,0.292606,-0.298309,0.349133,-0.631964,0.066251,-0.632998,-0.486054,-0.144053,-0.911887,0.561821,-0.816632,0.969677,-0.205567,0.786862,0.482843,0.206042,0.771026,-0.303612,0.558200,-0.436857,0.141555,-0.264352,-0.126372,-0.055564,-0.145157,0.021944,-0.052828

0.057204,0.000000,0.076676,0.135199,-0.150392,0.251464,-0.459096,-0.010606,-0.300618,-0.559818,0.425346,-0.675289,0.922210,0.042633,0.448651,0.883880,-0.547515,0.826292,-0.920979,-0.063921,-0.344696,-0.719805,0.363126,-0.521448,0.457260,0.042368,0.120413,0.267119,-0.091744,0.125463,-0.056823,-0.006592

0.057204,0.000000,0.035179,0.151395,-0.262984,0.129194,-0.290517,-0.355643,0.388351,-0.502943,0.725690,0.332128,-0.184225,0.904627,-0.990855,0.027172,-0.250735,-0.958991,0.817136,-0.429624,0.521646,0.604003,-0.374418,0.513399,-0.422646,-0.179589,0.050577,-0.288607,0.155195,-0.008518,0.015982,0.054927

0.057204,0.000000,-0.007621,0.155241,-0.291596,-0.028698,0.067331,-0.454256,0.623236,0.123873,-0.193774,0.774201,-0.883502,-0.267792,0.333691,-0.933371,0.915888,0.379053,-0.394436,0.834691,-0.703986,-0.375951,0.326451,-0.545158,0.381941,0.254957,-0.174429,0.235428,-0.120199,-0.098540,0.038392,-0.042407

0.057204,0.000000,-0.048020,0.147825,-0.237070,-0.172190,0.371458,-0.270001,0.196529,0.604271,-0.798082,0.000283,0.284909,-0.878132,0.802209,0.582230,-0.801588,0.583084,-0.285844,-0.877828,0.798082,-0.000567,-0.195886,0.604480,-0.371746,-0.269605,0.236887,-0.172443,0.048177,0.147773,-0.057204,0.000061

0.057204,0.000000,-0.083190,0.131291,-0.125129,-0.264943,0.455719,0.056591,-0.403654,0.490746,-0.249296,-0.758147,0.895155,0.225803,-0.719214,0.682101,-0.191229,-0.972606,0.860505,0.334395,-0.642337,0.473643,-0.044818,-0.633845,0.404275,0.217816,-0.255457,0.143505,0.008227,-0.155210,0.046632,0.033132

0.057204,0.000000,-0.111413,0.108375,0.008099,-0.292893,0.310976,0.337900,-0.634456,-0.035117,0.601955,-0.524009,-0.076481,0.920021,-0.629909,-0.765340,0.985172,0.109392,-0.728756,0.566748,0.109969,-0.790469,0.376073,0.512188,-0.452916,-0.075826,0.240881,-0.166818,-0.029892,0.152527,-0.031256,-0.047910

0.057204,0.000000,-0.132085,0.081925,0.130198,-0.262489,0.043432,0.457160,-0.384498,-0.505895,0.745299,0.285420,-0.906679,0.173846,0.728899,-0.671742,-0.265357,0.955048,-0.258820,-0.886172,0.593931,0.533086,-0.625579,-0.111441,0.426651,-0.169856,-0.174215,0.235587,0.012664,-0.154912,0.026091,0.050908